IND_ID,LABEL ENG
Exp6t10PT.3.GPV,"Percentage of teachers with 6 to 10 years of experience, ISCED 3, General and pre-vocational"
Exp6t10PT.3.GPV.Pr,"Percentage of teachers with 6 to 10 years of experience, ISCED 3, General and pre-vocational, Private"
Exp6t10PT.3.GPV.Pu,"Percentage of teachers with 6 to 10 years of experience, ISCED 3, General and pre-vocational, Public"
ExpukPT.1,"Percentage of teachers with  years of experience unknown, ISCED 1"
ExpukPT.1.Pr,"Percentage of teachers with  years of experience unknown, ISCED 1, Private"
ExpukPT.1.Pu,"Percentage of teachers with  years of experience unknown, ISCED 1, Public"
ExpukPT.2.GPV,"Percentage of teachers with  years of experience unknown, ISCED 2, General and pre-vocational"
ExpukPT.2.GPV.Pr,"Percentage of teachers with  years of experience unknown, ISCED 2, General and pre-vocational, Private"
ExpukPT.2.GPV.Pu,"Percentage of teachers with  years of experience unknown, ISCED 2, General and pre-vocational, Public"
ExpukPT.2t3.GPV,"Percentage of teachers with  years of experience unknown, ISCED 2 and 3, General and pre-vocational"
ExpukPT.2t3.GPV.Pr,"Percentage of teachers with  years of experience unknown, ISCED 2 and 3, General and pre-vocational, Private"
ExpukPT.2t3.GPV.Pu,"Percentage of teachers with  years of experience unknown, ISCED 2 and 3, General and pre-vocational, Public"
ExpukPT.3.GPV,"Percentage of teachers with  years of experience unknown, ISCED 3, General and pre-vocational"
ExpukPT.3.GPV.Pr,"Percentage of teachers with  years of experience unknown, ISCED 3, General and pre-vocational, Private"
ExpukPT.3.GPV.Pu,"Percentage of teachers with  years of experience unknown, ISCED 3, General and pre-vocational, Public"
FTP.1,"Percentage of female teachers, ISCED 1"
FTP.1.Max,"Percentage of female teachers, ISCED 1, Maximum Regional value"
FTP.1.Min,"Percentage of female teachers, ISCED 1, Minimum Regional value"
FTP.1.Pr,"Percentage of female teachers, ISCED 1, Private"
FTP.1.Pr.Max,"Percentage of female teachers, ISCED 1, Private, Maximum Regional value"
FTP.1.Pr.Min,"Percentage of female teachers, ISCED 1, Private, Minimum Regional value"
FTP.1.Pu,"Percentage of female teachers, ISCED 1, Public"
FTP.1.Pu.Max,"Percentage of female teachers, ISCED 1, Public, Maximum Regional value"
FTP.1.Pu.Min,"Percentage of female teachers, ISCED 1, Public, Minimum Regional value"
FTP.2.GPV,"Percentage of female teachers, ISCED 2, General and pre-vocational"
FTP.2.GPV.Max,"Percentage of female teachers, ISCED 2, General and pre-vocational, Maximum Regional value"
FTP.2.GPV.Min,"Percentage of female teachers, ISCED 2, General and pre-vocational, Minimum Regional value"
FTP.2.GPV.Pr,"Percentage of female teachers, ISCED 2, General and pre-vocational, Private"
FTP.2.GPV.Pr.Max,"Percentage of female teachers, ISCED 2, General and pre-vocational, Private, Maximum Regional value"
FTP.2.GPV.Pr.Min,"Percentage of female teachers, ISCED 2, General and pre-vocational, Private, Minimum Regional value"
FTP.2.GPV.Pu,"Percentage of female teachers, ISCED 2, General and pre-vocational, Public"
FTP.2.GPV.Pu.Max,"Percentage of female teachers, ISCED 2, General and pre-vocational, Public, Maximum Regional value"
FTP.2.GPV.Pu.Min,"Percentage of female teachers, ISCED 2, General and pre-vocational, Public, Minimum Regional value"
FTP.2t3.GPV,"Percentage of female teachers, ISCED 2 and 3, General and pre-vocational"
FTP.2t3.GPV.Max,"Percentage of female teachers, ISCED 2 and 3, General and pre-vocational, Maximum Regional value"
FTP.2t3.GPV.Min,"Percentage of female teachers, ISCED 2 and 3, General and pre-vocational, Minimum Regional value"
FTP.2t3.GPV.Pr,"Percentage of female teachers, ISCED 2 and 3, General and pre-vocational, Private"
FTP.2t3.GPV.Pr.Max,"Percentage of female teachers, ISCED 2 and 3, General and pre-vocational, Private, Maximum Regional value"
FTP.2t3.GPV.Pr.Min,"Percentage of female teachers, ISCED 2 and 3, General and pre-vocational, Private, Minimum Regional value"
FTP.2t3.GPV.Pu,"Percentage of female teachers, ISCED 2 and 3, General and pre-vocational, Public"
FTP.2t3.GPV.Pu.Max,"Percentage of female teachers, ISCED 2 and 3, General and pre-vocational, Public, Maximum Regional value"
FTP.2t3.GPV.Pu.Min,"Percentage of female teachers, ISCED 2 and 3, General and pre-vocational, Public, Minimum Regional value"
FTP.3.GPV,"Percentage of female teachers, ISCED 3, General and pre-vocational"
FTP.3.GPV.Max,"Percentage of female teachers, ISCED 3, General and pre-vocational, Maximum Regional value"
FTP.3.GPV.Min,"Percentage of female teachers, ISCED 3, General and pre-vocational, Minimum Regional value"
FTP.3.GPV.Pr,"Percentage of female teachers, ISCED 3, General and pre-vocational, Private"
FTP.3.GPV.Pr.Max,"Percentage of female teachers, ISCED 3, General and pre-vocational, Private, Maximum Regional value"
FTP.3.GPV.Pr.Min,"Percentage of female teachers, ISCED 3, General and pre-vocational, Private, Minimum Regional value"
FTP.3.GPV.Pu,"Percentage of female teachers, ISCED 3, General and pre-vocational, Public"
FTP.3.GPV.Pu.Max,"Percentage of female teachers, ISCED 3, General and pre-vocational, Public, Maximum Regional value"
FTP.3.GPV.Pu.Min,"Percentage of female teachers, ISCED 3, General and pre-vocational, Public, Minimum Regional value"
FixTP.1,"Percentage of non-permanent teachers, ISCED 1"
FixTP.1.Pr,"Percentage of non-permanent teachers, ISCED 1, Private"
FixTP.1.Pu,"Percentage of non-permanent teachers, ISCED 1, Public"
FixTP.2.GPV,"Percentage of non-permanent teachers, ISCED 2, General and pre-vocational"
FixTP.2.GPV.Pr,"Percentage of non-permanent teachers, ISCED 2, General and pre-vocational, Private"
FixTP.2.GPV.Pu,"Percentage of non-permanent teachers, ISCED 2, General and pre-vocational, Public"
FixTP.2t3.GPV,"Percentage of non-permanent teachers, ISCED 2 and 3, General and pre-vocational"
FixTP.2t3.GPV.Pr,"Percentage of non-permanent teachers, ISCED 2 and 3, General and pre-vocational, Private"
FixTP.2t3.GPV.Pu,"Percentage of non-permanent teachers, ISCED 2 and 3, General and pre-vocational, Public"
FixTP.3.GPV,"Percentage of non-permanent teachers, ISCED 3, General and pre-vocational"
FixTP.3.GPV.Pr,"Percentage of non-permanent teachers, ISCED 3, General and pre-vocational, Private"
FixTP.3.GPV.Pu,"Percentage of non-permanent teachers, ISCED 3, General and pre-vocational, Public"
MAgeT.1,"Mean age of the teaching workforce, ISCED 1"
MAgeT.1.Pr,"Mean age of the teaching workforce, ISCED 1, Private"
MAgeT.1.Pu,"Mean age of the teaching workforce, ISCED 1, Public"
MAgeT.2.GPV,"Mean age of the teaching workforce, ISCED 2, General and pre-vocational"
MAgeT.2.GPV.Pr,"Mean age of the teaching workforce, ISCED 2, General and pre-vocational, Private"
MAgeT.2.GPV.Pu,"Mean age of the teaching workforce, ISCED 2, General and pre-vocational, Public"
MAgeT.2t3.GPV,"Mean age of the teaching workforce, ISCED 2 and 3, General and pre-vocational"
MAgeT.2t3.GPV.Pr,"Mean age of the teaching workforce, ISCED 2 and 3, General and pre-vocational, Private"
MAgeT.2t3.GPV.Pu,"Mean age of the teaching workforce, ISCED 2 and 3, General and pre-vocational, Public"
MAgeT.3.GPV,"Mean age of the teaching workforce, ISCED 3, General and pre-vocational"
MAgeT.3.GPV.Pr,"Mean age of the teaching workforce, ISCED 3, General and pre-vocational, Private"
MAgeT.3.GPV.Pu,"Mean age of the teaching workforce, ISCED 3, General and pre-vocational, Public"
MExpT.1,"Mean teaching experience of the teaching workforce, ISCED 1"
MExpT.1.Pr,"Mean teaching experience of the teaching workforce, ISCED 1, Private"
MExpT.1.Pu,"Mean teaching experience of the teaching workforce, ISCED 1, Public"
MExpT.2.GPV,"Mean teaching experience of the teaching workforce, ISCED 2, General and pre-vocational"
MExpT.2.GPV.Pr,"Mean teaching experience of the teaching workforce, ISCED 2, General and pre-vocational, Private"
MExpT.2.GPV.Pu,"Mean teaching experience of the teaching workforce, ISCED 2, General and pre-vocational, Public"
MExpT.2t3.GPV,"Mean teaching experience of the teaching workforce, ISCED 2 and 3, General and pre-vocational"
MExpT.2t3.GPV.Pr,"Mean teaching experience of the teaching workforce, ISCED 2 and 3, General and pre-vocational, Private"
MExpT.2t3.GPV.Pu,"Mean teaching experience of the teaching workforce, ISCED 2 and 3, General and pre-vocational, Public"
MExpT.3.GPV,"Mean teaching experience of the teaching workforce, ISCED 3, General and pre-vocational"
MExpT.3.GPV.Pr,"Mean teaching experience of the teaching workforce, ISCED 3, General and pre-vocational, Private"
MExpT.3.GPV.Pu,"Mean teaching experience of the teaching workforce, ISCED 3, General and pre-vocational, Public"
NTP.1,"Percentage of newly recruited teachers, ISCED 1"
NTP.1.Max,"Percentage of newly recruited teachers, ISCED 1, Maximum Regional value"
NTP.1.Min,"Percentage of newly recruited teachers, ISCED 1, Minimum Maximum Regional value"
NTP.1.Pr,"Percentage of newly recruited teachers, ISCED 1, Private"
NTP.1.Pr.Max,"Percentage of newly recruited teachers, ISCED 1, Private, Maximum Regional value"
NTP.1.Pr.Min,"Percentage of newly recruited teachers, ISCED 1, Private, Minimum Maximum Regional value"
NTP.1.Pu,"Percentage of newly recruited teachers, ISCED 1, Public"
NTP.1.Pu.Max,"Percentage of newly recruited teachers, ISCED 1, Public, Maximum Regional value"
NTP.1.Pu.Min,"Percentage of newly recruited teachers, ISCED 1, Public, Minimum Maximum Regional value"
NTP.2.GPV,"Percentage of newly recruited teachers, ISCED 2, General and pre-vocational"
NTP.2.GPV.Max,"Percentage of newly recruited teachers, ISCED 2, General and pre-vocational, Maximum Regional value"
NTP.2.GPV.Min,"Percentage of newly recruited teachers, ISCED 2, General and pre-vocational, Minimum Maximum Regional value"
NTP.2.GPV.Pr,"Percentage of newly recruited teachers, ISCED 2, General and pre-vocational, Private"
NTP.2.GPV.Pr.Max,"Percentage of newly recruited teachers, ISCED 2, General and pre-vocational, Private, Maximum Regional value"
NTP.2.GPV.Pr.Min,"Percentage of newly recruited teachers, ISCED 2, General and pre-vocational, Private, Minimum Maximum Regional value"
NTP.2.GPV.Pu,"Percentage of newly recruited teachers, ISCED 2, General and pre-vocational, Public"
NTP.2.GPV.Pu.Max,"Percentage of newly recruited teachers, ISCED 2, General and pre-vocational, Public, Maximum Regional value"
NTP.2.GPV.Pu.Min,"Percentage of newly recruited teachers, ISCED 2, General and pre-vocational, Public, Minimum Maximum Regional value"
NTP.2t3.GPV,"Percentage of newly recruited teachers, ISCED 2 and 3, General and pre-vocational"
NTP.2t3.GPV.Max,"Percentage of newly recruited teachers, ISCED 2 and 3, General and pre-vocational, Maximum Regional value"
NTP.2t3.GPV.Min,"Percentage of newly recruited teachers, ISCED 2 and 3, General and pre-vocational, Minimum Maximum Regional value"
NTP.2t3.GPV.Pr,"Percentage of newly recruited teachers, ISCED 2 and 3, General and pre-vocational, Private"
NTP.2t3.GPV.Pr.Max,"Percentage of newly recruited teachers, ISCED 2 and 3, General and pre-vocational, Private, Maximum Regional value"
NTP.2t3.GPV.Pr.Min,"Percentage of newly recruited teachers, ISCED 2 and 3, General and pre-vocational, Private, Minimum Maximum Regional value"
NTP.2t3.GPV.Pu,"Percentage of newly recruited teachers, ISCED 2 and 3, General and pre-vocational, Public"
NTP.2t3.GPV.Pu.Max,"Percentage of newly recruited teachers, ISCED 2 and 3, General and pre-vocational, Public, Maximum Regional value"
NTP.2t3.GPV.Pu.Min,"Percentage of newly recruited teachers, ISCED 2 and 3, General and pre-vocational, Public, Minimum Maximum Regional value"
NTP.3.GPV,"Percentage of newly recruited teachers, ISCED 3, General and pre-vocational"
NTP.3.GPV.Max,"Percentage of newly recruited teachers, ISCED 3, General and pre-vocational, Maximum Regional value"
NTP.3.GPV.Min,"Percentage of newly recruited teachers, ISCED 3, General and pre-vocational, Minimum Maximum Regional value"
NTP.3.GPV.Pr,"Percentage of newly recruited teachers, ISCED 3, General and pre-vocational, Private"
NTP.3.GPV.Pr.Max,"Percentage of newly recruited teachers, ISCED 3, General and pre-vocational, Private, Maximum Regional value"
NTP.3.GPV.Pr.Min,"Percentage of newly recruited teachers, ISCED 3, General and pre-vocational, Private, Minimum Maximum Regional value"
NTP.3.GPV.Pu,"Percentage of newly recruited teachers, ISCED 3, General and pre-vocational, Public"
NTP.3.GPV.Pu.Max,"Percentage of newly recruited teachers, ISCED 3, General and pre-vocational, Public, Maximum Regional value"
NTP.3.GPV.Pu.Min,"Percentage of newly recruited teachers, ISCED 3, General and pre-vocational, Public, Minimum Maximum Regional value"
PTRHC.1,"Pupil-teacher ratio (headcount basis), ISCED 1"
PTRHC.1.Max,"Pupil-teacher ratio (headcount basis), ISCED 1, Maximum Regional value"
PTRHC.1.Min,"Pupil-teacher ratio (headcount basis), ISCED 1, Minimum Regional value"
PTRHC.1.Pr,"Pupil-teacher ratio (headcount basis), ISCED 1, Private"
PTRHC.1.Pr.Max,"Pupil-teacher ratio (headcount basis), ISCED 1, Private, Maximum Regional value"
PTRHC.1.Pr.Min,"Pupil-teacher ratio (headcount basis), ISCED 1, Private, Minimum Regional value"
PTRHC.1.Pu,"Pupil-teacher ratio (headcount basis), ISCED 1, Public"
PTRHC.1.Pu.Max,"Pupil-teacher ratio (headcount basis), ISCED 1, Public, Maximum Regional value"
PTRHC.1.Pu.Min,"Pupil-teacher ratio (headcount basis), ISCED 1, Public, Minimum Regional value"
PTRHC.2.GPV,"Pupil-teacher ratio (headcount basis), ISCED 2, General and pre-vocational"
PTRHC.2.GPV.Max,"Pupil-teacher ratio (headcount basis), ISCED 2, General and pre-vocational, Maximum Regional value"
PTRHC.2.GPV.Min,"Pupil-teacher ratio (headcount basis), ISCED 2, General and pre-vocational, Minimum Regional value"
PTRHC.2.GPV.Pr,"Pupil-teacher ratio (headcount basis), ISCED 2, General and pre-vocational, Private"
PTRHC.2.GPV.Pr.Max,"Pupil-teacher ratio (headcount basis), ISCED 2, General and pre-vocational, Private, Maximum Regional value"
PTRHC.2.GPV.Pr.Min,"Pupil-teacher ratio (headcount basis), ISCED 2, General and pre-vocational, Private, Minimum Regional value"
PTRHC.2.GPV.Pu,"Pupil-teacher ratio (headcount basis), ISCED 2, General and pre-vocational, Public"
PTRHC.2.GPV.Pu.Max,"Pupil-teacher ratio (headcount basis), ISCED 2, General and pre-vocational, Public, Maximum Regional value"
PTRHC.2.GPV.Pu.Min,"Pupil-teacher ratio (headcount basis), ISCED 2, General and pre-vocational, Public, Minimum Regional value"
PTRHC.2t3.GPV,"Pupil-teacher ratio (headcount basis), ISCED 2 and 3, General and pre-vocational"
PTRHC.2t3.GPV.Max,"Pupil-teacher ratio (headcount basis), ISCED 2 and 3, General and pre-vocational, Maximum Regional value"
PTRHC.2t3.GPV.Min,"Pupil-teacher ratio (headcount basis), ISCED 2 and 3, General and pre-vocational, Minimum Regional value"
PTRHC.2t3.GPV.Pr,"Pupil-teacher ratio (headcount basis), ISCED 2 and 3, General and pre-vocational, Private"
PTRHC.2t3.GPV.Pr.Max,"Pupil-teacher ratio (headcount basis), ISCED 2 and 3, General and pre-vocational, Private, Maximum Regional value"
PTRHC.2t3.GPV.Pr.Min,"Pupil-teacher ratio (headcount basis), ISCED 2 and 3, General and pre-vocational, Private, Minimum Regional value"
PTRHC.2t3.GPV.Pu,"Pupil-teacher ratio (headcount basis), ISCED 2 and 3, General and pre-vocational, Public"
PTRHC.2t3.GPV.Pu.Max,"Pupil-teacher ratio (headcount basis), ISCED 2 and 3, General and pre-vocational, Public, Maximum Regional value"
PTRHC.2t3.GPV.Pu.Min,"Pupil-teacher ratio (headcount basis), ISCED 2 and 3, General and pre-vocational, Public, Minimum Regional value"
PTRHC.3.GPV,"Pupil-teacher ratio (headcount basis), ISCED 3, General and pre-vocational"
PTRHC.3.GPV.Max,"Pupil-teacher ratio (headcount basis), ISCED 3, General and pre-vocational, Maximum Regional value"
PTRHC.3.GPV.Min,"Pupil-teacher ratio (headcount basis), ISCED 3, General and pre-vocational, Minimum Regional value"
PTRHC.3.GPV.Pr,"Pupil-teacher ratio (headcount basis), ISCED 3, General and pre-vocational, Private"
PTRHC.3.GPV.Pr.Max,"Pupil-teacher ratio (headcount basis), ISCED 3, General and pre-vocational, Private, Maximum Regional value"
PTRHC.3.GPV.Pr.Min,"Pupil-teacher ratio (headcount basis), ISCED 3, General and pre-vocational, Private, Minimum Regional value"
PTRHC.3.GPV.Pu,"Pupil-teacher ratio (headcount basis), ISCED 3, General and pre-vocational, Public"
PTRHC.3.GPV.Pu.Max,"Pupil-teacher ratio (headcount basis), ISCED 3, General and pre-vocational, Public, Maximum Regional value"
PTRHC.3.GPV.Pu.Min,"Pupil-teacher ratio (headcount basis), ISCED 3, General and pre-vocational, Public, Minimum Regional value"
PermTP.1,"Percentage of permanent teachers, ISCED 1"
PermTP.1.Pr,"Percentage of permanent teachers, ISCED 1, Private"
PermTP.1.Pu,"Percentage of permanent teachers, ISCED 1, Public"
PermTP.2.GPV,"Percentage of permanent teachers, ISCED 2, General and pre-vocational"
PermTP.2.GPV.Pr,"Percentage of permanent teachers, ISCED 2, General and pre-vocational, Private"
PermTP.2.GPV.Pu,"Percentage of permanent teachers, ISCED 2, General and pre-vocational, Public"
PermTP.2t3.GPV,"Percentage of permanent teachers, ISCED 2 and 3, General and pre-vocational"
PermTP.2t3.GPV.Pr,"Percentage of permanent teachers, ISCED 2 and 3, General and pre-vocational, Private"
PermTP.2t3.GPV.Pu,"Percentage of permanent teachers, ISCED 2 and 3, General and pre-vocational, Public"
PermTP.3.GPV,"Percentage of permanent teachers, ISCED 3, General and pre-vocational"
PermTP.3.GPV.Pr,"Percentage of permanent teachers, ISCED 3, General and pre-vocational, Private"
PermTP.3.GPV.Pu,"Percentage of permanent teachers, ISCED 3, General and pre-vocational, Public"
PrTP.1,"Percentage of private teachers, ISCED 1"
PrTP.1.Max,"Percentage of private teachers, ISCED 1, Maximum Regional value"
PrTP.1.Min,"Percentage of private teachers, ISCED 1, Minimum Regional value"
PrTP.2.GPV,"Percentage of private teachers, ISCED 2, General and pre-vocational"
PrTP.2.GPV.Max,"Percentage of private teachers, ISCED 2, General and pre-vocational, Maximum Regional value"
PrTP.2.GPV.Min,"Percentage of private teachers, ISCED 2, General and pre-vocational, Minimum Regional value"
PrTP.2t3.GPV,"Percentage of private teachers, ISCED 2 and 3, General and pre-vocational"
PrTP.2t3.GPV.Max,"Percentage of private teachers, ISCED 2 and 3, General and pre-vocational, Maximum Regional value"
PrTP.2t3.GPV.Min,"Percentage of private teachers, ISCED 2 and 3, General and pre-vocational, Minimum Regional value"
PrTP.3.GPV,"Percentage of private teachers, ISCED 3, General and pre-vocational"
PrTP.3.GPV.Max,"Percentage of private teachers, ISCED 3, General and pre-vocational, Maximum Regional value"
PrTP.3.GPV.Min,"Percentage of private teachers, ISCED 3, General and pre-vocational, Minimum Regional value"
TAttrR.1,"Teacher attrition rate, ISCED 1"
TAttrR.2.GPV,"Teacher attrition rate, ISCED 2, General and pre-vocational"
TAttrR.2t3.GPV,"Teacher attrition rate, ISCED 2 and 3, General and pre-vocational"
TAttrR.3.GPV,"Teacher attrition rate, ISCED 3, General and pre-vocational"
TRTP.1,"Percentage of trained teachers, ISCED 1"
TRTP.1.Max,"Percentage of trained teachers, ISCED 1, Maximum Regional value"
TRTP.1.Min,"Percentage of trained teachers, ISCED 1, Minimum Regional value"
TRTP.1.Pr,"Percentage of trained teachers, ISCED 1, Private"
TRTP.1.Pr.Max,"Percentage of trained teachers, ISCED 1, Private, Maximum Regional value"
TRTP.1.Pr.Min,"Percentage of trained teachers, ISCED 1, Private, Minimum Regional value"
TRTP.1.Pu,"Percentage of trained teachers, ISCED 1, Public"
TRTP.1.Pu.Max,"Percentage of trained teachers, ISCED 1, Public, Maximum Regional value"
TRTP.1.Pu.Min,"Percentage of trained teachers, ISCED 1, Public, Minimum Regional value"
TRTP.2.GPV,"Percentage of trained teachers, ISCED 2, General and pre-vocational"
TRTP.2.GPV.Max,"Percentage of trained teachers, ISCED 2, General and pre-vocational, Maximum Regional value"
TRTP.2.GPV.Min,"Percentage of trained teachers, ISCED 2, General and pre-vocational, Minimum Regional value"
TRTP.2.GPV.Pr,"Percentage of trained teachers, ISCED 2, General and pre-vocational, Private"
TRTP.2.GPV.Pr.Max,"Percentage of trained teachers, ISCED 2, General and pre-vocational, Private, Maximum Regional value"
TRTP.2.GPV.Pr.Min,"Percentage of trained teachers, ISCED 2, General and pre-vocational, Private, Minimum Regional value"
TRTP.2.GPV.Pu,"Percentage of trained teachers, ISCED 2, General and pre-vocational, Public"
TRTP.2.GPV.Pu.Max,"Percentage of trained teachers, ISCED 2, General and pre-vocational, Public, Maximum Regional value"
TRTP.2.GPV.Pu.Min,"Percentage of trained teachers, ISCED 2, General and pre-vocational, Public, Minimum Regional value"
TRTP.2t3.GPV,"Percentage of trained teachers, ISCED 2 and 3, General and pre-vocational"
TRTP.2t3.GPV.Max,"Percentage of trained teachers, ISCED 2 and 3, General and pre-vocational, Maximum Regional value"
TRTP.2t3.GPV.Min,"Percentage of trained teachers, ISCED 2 and 3, General and pre-vocational, Minimum Regional value"
TRTP.2t3.GPV.Pr,"Percentage of trained teachers, ISCED 2 and 3, General and pre-vocational, Private"
TRTP.2t3.GPV.Pr.Max,"Percentage of trained teachers, ISCED 2 and 3, General and pre-vocational, Private, Maximum Regional value"
TRTP.2t3.GPV.Pr.Min,"Percentage of trained teachers, ISCED 2 and 3, General and pre-vocational, Private, Minimum Regional value"
TRTP.2t3.GPV.Pu,"Percentage of trained teachers, ISCED 2 and 3, General and pre-vocational, Public"
TRTP.2t3.GPV.Pu.Max,"Percentage of trained teachers, ISCED 2 and 3, General and pre-vocational, Public, Maximum Regional value"
TRTP.2t3.GPV.Pu.Min,"Percentage of trained teachers, ISCED 2 and 3, General and pre-vocational, Public, Minimum Regional value"
TRTP.3.GPV,"Percentage of trained teachers, ISCED 3, General and pre-vocational"
TRTP.3.GPV.Max,"Percentage of trained teachers, ISCED 3, General and pre-vocational, Maximum Regional value"
TRTP.3.GPV.Min,"Percentage of trained teachers, ISCED 3, General and pre-vocational, Minimum Regional value"
TRTP.3.GPV.Pr,"Percentage of trained teachers, ISCED 3, General and pre-vocational, Private"
TRTP.3.GPV.Pr.Max,"Percentage of trained teachers, ISCED 3, General and pre-vocational, Private, Maximum Regional value"
TRTP.3.GPV.Pr.Min,"Percentage of trained teachers, ISCED 3, General and pre-vocational, Private, Minimum Regional value"
TRTP.3.GPV.Pu,"Percentage of trained teachers, ISCED 3, General and pre-vocational, Public"
TRTP.3.GPV.Pu.Max,"Percentage of trained teachers, ISCED 3, General and pre-vocational, Public, Maximum Regional value"
TRTP.3.GPV.Pu.Min,"Percentage of trained teachers, ISCED 3, General and pre-vocational, Public, Minimum Regional value"
TrNTP.1,"Percentage of trained newly recruited teachers, ISCED 1"
TrNTP.1.Max,"Percentage of trained newly recruited teachers, ISCED 1, Maximum Regional value"
TrNTP.1.Min,"Percentage of trained newly recruited teachers, ISCED 1, Minimum Regional value"
TrNTP.1.Pr,"Percentage of trained newly recruited teachers, ISCED 1, Private"
TrNTP.1.Pr.Max,"Percentage of trained newly recruited teachers, ISCED 1, Private, Maximum Regional value"
TrNTP.1.Pr.Min,"Percentage of trained newly recruited teachers, ISCED 1, Private, Minimum Regional value"
TrNTP.1.Pu,"Percentage of trained newly recruited teachers, ISCED 1, Public"
TrNTP.1.Pu.Max,"Percentage of trained newly recruited teachers, ISCED 1, Public, Maximum Regional value"
TrNTP.1.Pu.Min,"Percentage of trained newly recruited teachers, ISCED 1, Public, Minimum Regional value"
TrNTP.2.GPV,"Percentage of trained newly recruited teachers, ISCED 2, General and pre-vocational"
TrNTP.2.GPV.Max,"Percentage of trained newly recruited teachers, ISCED 2, General and pre-vocational, Maximum Regional value"
TrNTP.2.GPV.Min,"Percentage of trained newly recruited teachers, ISCED 2, General and pre-vocational, Minimum Regional value"
TrNTP.2.GPV.Pr,"Percentage of trained newly recruited teachers, ISCED 2, General and pre-vocational, Private"
TrNTP.2.GPV.Pr.Max,"Percentage of trained newly recruited teachers, ISCED 2, General and pre-vocational, Private, Maximum Regional value"
TrNTP.2.GPV.Pr.Min,"Percentage of trained newly recruited teachers, ISCED 2, General and pre-vocational, Private, Minimum Regional value"
TrNTP.2.GPV.Pu,"Percentage of trained newly recruited teachers, ISCED 2, General and pre-vocational, Public"
TrNTP.2.GPV.Pu.Max,"Percentage of trained newly recruited teachers, ISCED 2, General and pre-vocational, Public, Maximum Regional value"
TrNTP.2.GPV.Pu.Min,"Percentage of trained newly recruited teachers, ISCED 2, General and pre-vocational, Public, Minimum Regional value"
TrNTP.2t3.GPV,"Percentage of trained newly recruited teachers, ISCED 2 and 3, General and pre-vocational"
TrNTP.2t3.GPV.Max,"Percentage of trained newly recruited teachers, ISCED 2 and 3, General and pre-vocational, Maximum Regional value"
TrNTP.2t3.GPV.Min,"Percentage of trained newly recruited teachers, ISCED 2 and 3, General and pre-vocational, Minimum Regional value"
TrNTP.2t3.GPV.Pr,"Percentage of trained newly recruited teachers, ISCED 2 and 3, General and pre-vocational, Private"
TrNTP.2t3.GPV.Pr.Max,"Percentage of trained newly recruited teachers, ISCED 2 and 3, General and pre-vocational, Private, Maximum Regional value"
TrNTP.2t3.GPV.Pr.Min,"Percentage of trained newly recruited teachers, ISCED 2 and 3, General and pre-vocational, Private, Minimum Regional value"
TrNTP.2t3.GPV.Pu,"Percentage of trained newly recruited teachers, ISCED 2 and 3, General and pre-vocational, Public"
TrNTP.2t3.GPV.Pu.Max,"Percentage of trained newly recruited teachers, ISCED 2 and 3, General and pre-vocational, Public, Maximum Regional value"
TrNTP.2t3.GPV.Pu.Min,"Percentage of trained newly recruited teachers, ISCED 2 and 3, General and pre-vocational, Public, Minimum Regional value"
TrNTP.3.GPV,"Percentage of trained newly recruited teachers, ISCED 3, General and pre-vocational"
TrNTP.3.GPV.Max,"Percentage of trained newly recruited teachers, ISCED 3, General and pre-vocational, Maximum Regional value"
TrNTP.3.GPV.Min,"Percentage of trained newly recruited teachers, ISCED 3, General and pre-vocational, Minimum Regional value"
TrNTP.3.GPV.Pr,"Percentage of trained newly recruited teachers, ISCED 3, General and pre-vocational, Private"
TrNTP.3.GPV.Pr.Max,"Percentage of trained newly recruited teachers, ISCED 3, General and pre-vocational, Private, Maximum Regional value"
TrNTP.3.GPV.Pr.Min,"Percentage of trained newly recruited teachers, ISCED 3, General and pre-vocational, Private, Minimum Regional value"
TrNTP.3.GPV.Pu,"Percentage of trained newly recruited teachers, ISCED 3, General and pre-vocational, Public"
TrNTP.3.GPV.Pu.Max,"Percentage of trained newly recruited teachers, ISCED 3, General and pre-vocational, Public, Maximum Regional value"
TrNTP.3.GPV.Pu.Min,"Percentage of trained newly recruited teachers, ISCED 3, General and pre-vocational, Public, Minimum Regional value"
