EMC_ID,AC,LABEL_INT_EN,LABEL_INT_FR,LABEL_EXT_EN,LABEL_EXT_FR
20262,T.3.GPV.PT,"Education staff in ISCED 3, General&Pre-Voc, initial education, Part-Time",NULL,NULL,NULL
20263,T.3.GPV.PT.F,"Education staff in ISCED 3, General&Pre-Voc, initial education, Part-Time, Female",NULL,NULL,NULL
20264,T.3.V.PT,"Education staff in ISCED 3, Vocational, initial education, Part-Time",NULL,NULL,NULL
20265,T.3.V.PT.F,"Education staff in ISCED 3, Vocational, initial education, Part-Time, Female",NULL,NULL,NULL
20266,T.4.PT,"Education staff in ISCED 4, initial education, Part-Time",NULL,NULL,NULL
20267,T.4.PT.F,"Education staff in ISCED 4, initial education, Part-Time, Female",NULL,NULL,NULL
20268,T.4.GPV.PT,"Education staff in ISCED 4, General&Pre-Voc, initial education, Part-Time",NULL,NULL,NULL
20269,T.4.GPV.PT.F,"Education staff in ISCED 4, General&Pre-Voc, initial education, Part-Time, Female",NULL,NULL,NULL
20270,T.4.V.PT,"Education staff in ISCED 4, Vocational, initial education, Part-Time",NULL,NULL,NULL
20271,T.4.V.PT.F,"Education staff in ISCED 4, Vocational, initial education, Part-Time, Female",NULL,NULL,NULL
20272,T.2t3.PT,"Education staff in ISCED 2+3, initial education, Part-Time",NULL,NULL,NULL
20273,T.2t3.PT.F,"Education staff in ISCED 2+3, initial education, Part-Time, Female",NULL,NULL,NULL
20274,T.2t3.GPV.PT,"Education staff in ISCED 2+3, General&Pre-Voc, initial education, Part-Time",NULL,NULL,NULL
20275,T.2t3.GPV.PT.F,"Education staff in ISCED 2+3, General&Pre-Voc, initial education, Part-Time, Female",NULL,NULL,NULL
20276,T.2t3.V.PT,"Education staff in ISCED 2+3, Vocational, initial education, Part-Time",NULL,NULL,NULL
20277,T.2t3.V.PT.F,"Education staff in ISCED 2+3, Vocational, initial education, Part-Time, Female",NULL,NULL,NULL
20280,T.0.Pu.FTE,"Education staff in ISCED 0, Public, initial education, Full-Time Equivalent",NULL,NULL,NULL
20281,T.1.Pu.FTE,"Education staff in ISCED 1, Public, initial education, Full-Time Equivalent",NULL,NULL,NULL
20282,T.2.Pu.FTE,"Education staff in ISCED 2, Public, initial education, Full-Time Equivalent",NULL,NULL,NULL
20283,T.2.GPV.Pu.FTE,"Education staff in ISCED 2, General&Pre-Voc, Public, initial education, Full-Time Equivalent",NULL,NULL,NULL
20284,T.2.V.Pu.FTE,"Education staff in ISCED 2, Vocational, Public, initial education, Full-Time Equivalent",NULL,NULL,NULL
20285,T.3.Pu.FTE,"Education staff in ISCED 3, Public, initial education, Full-Time Equivalent",NULL,NULL,NULL
20286,T.3.GPV.Pu.FTE,"Education staff in ISCED 3, General&Pre-Voc, Public, initial education, Full-Time Equivalent",NULL,NULL,NULL
20287,T.3.V.Pu.FTE,"Education staff in ISCED 3, Vocational, Public, initial education, Full-Time Equivalent",NULL,NULL,NULL
20288,T.4.Pu.FTE,"Education staff in ISCED 4, Public, initial education, Full-Time Equivalent",NULL,NULL,NULL
20289,T.4.GPV.Pu.FTE,"Education staff in ISCED 4, General&Pre-Voc, Public, initial education, Full-Time Equivalent",NULL,NULL,NULL
20290,T.4.V.Pu.FTE,"Education staff in ISCED 4, Vocational, Public, initial education, Full-Time Equivalent",NULL,NULL,NULL
20291,T.2t3.Pu.FTE,"Education staff in ISCED 2+3, Public, initial education, Full-Time Equivalent",NULL,NULL,NULL
20292,T.2t3.GPV.Pu.FTE,"Education staff in ISCED 2+3, General&Pre-Voc, Public, initial education, Full-Time Equivalent",NULL,NULL,NULL
20293,T.2t3.V.Pu.FTE,"Education staff in ISCED 2+3, Vocational, Public, initial education, Full-Time Equivalent",NULL,NULL,NULL
20300,T.0.Pr.FTE,"Education staff in ISCED 0, Private, initial education, Full-Time Equivalent",NULL,NULL,NULL
20301,T.1.Pr.FTE,"Education staff in ISCED 1, Private, initial education, Full-Time Equivalent",NULL,NULL,NULL
20302,T.2.Pr.FTE,"Education staff in ISCED 2, Private, initial education, Full-Time Equivalent",NULL,NULL,NULL
20303,T.2.GPV.Pr.FTE,"Education staff in ISCED 2, General&Pre-Voc, Private, initial education, Full-Time Equivalent",NULL,NULL,NULL
20304,T.2.V.Pr.FTE,"Education staff in ISCED 2, Vocational, Private, initial education, Full-Time Equivalent",NULL,NULL,NULL
20305,T.3.Pr.FTE,"Education staff in ISCED 3, Private, initial education, Full-Time Equivalent",NULL,NULL,NULL
20306,T.3.GPV.Pr.FTE,"Education staff in ISCED 3, General&Pre-Voc, Private, initial education, Full-Time Equivalent",NULL,NULL,NULL
20307,T.3.V.Pr.FTE,"Education staff in ISCED 3, Vocational, Private, initial education, Full-Time Equivalent",NULL,NULL,NULL
20308,T.4.Pr.FTE,"Education staff in ISCED 4, Private, initial education, Full-Time Equivalent",NULL,NULL,NULL
20309,T.4.GPV.Pr.FTE,"Education staff in ISCED 4, General&Pre-Voc, Private, initial education, Full-Time Equivalent",NULL,NULL,NULL
20310,T.4.V.Pr.FTE,"Education staff in ISCED 4, Vocational, Private, initial education, Full-Time Equivalent",NULL,NULL,NULL
20311,T.2t3.Pr.FTE,"Education staff in ISCED 2+3, Private, initial education, Full-Time Equivalent",NULL,NULL,NULL
20312,T.2t3.GPV.Pr.FTE,"Education staff in ISCED 2+3, General&Pre-Voc, Private, initial education, Full-Time Equivalent",NULL,NULL,NULL
20313,T.2t3.V.Pr.FTE,"Education staff in ISCED 2+3, Vocational, Private, initial education, Full-Time Equivalent",NULL,NULL,NULL
20320,T.0.FTE,"Education staff in ISCED 0, initial education, Full-Time Equivalent",NULL,NULL,NULL
20321,T.1.FTE,"Education staff in ISCED 1, initial education, Full-Time Equivalent",NULL,NULL,NULL
20322,T.2.FTE,"Education staff in ISCED 2, initial education, Full-Time Equivalent",NULL,NULL,NULL
20323,T.2.GPV.FTE,"Education staff in ISCED 2, General&Pre-Voc, initial education, Full-Time Equivalent",NULL,NULL,NULL
20324,T.2.V.FTE,"Education staff in ISCED 2, Vocational, initial education, Full-Time Equivalent",NULL,NULL,NULL
20325,T.3.FTE,"Education staff in ISCED 3, initial education, Full-Time Equivalent",NULL,NULL,NULL
20326,T.3.GPV.FTE,"Education staff in ISCED 3, General&Pre-Voc, initial education, Full-Time Equivalent",NULL,NULL,NULL
20327,T.3.V.FTE,"Education staff in ISCED 3, Vocational, initial education, Full-Time Equivalent",NULL,NULL,NULL
20328,T.4.FTE,"Education staff in ISCED 4, initial education, Full-Time Equivalent",NULL,NULL,NULL
20329,T.4.GPV.FTE,"Education staff in ISCED 4, General&Pre-Voc, initial education, Full-Time Equivalent",NULL,NULL,NULL
20330,T.4.V.FTE,"Education staff in ISCED 4, Vocational, initial education, Full-Time Equivalent",NULL,NULL,NULL
20331,T.2t3.FTE,"Education staff in ISCED 2+3, initial education, Full-Time Equivalent",NULL,NULL,NULL
20332,T.2t3.GPV.FTE,"Education staff in ISCED 2+3, General&Pre-Voc, initial education, Full-Time Equivalent",NULL,NULL,NULL
20333,T.2t3.V.FTE,"Education staff in ISCED 2+3, Vocational, initial education, Full-Time Equivalent",NULL,NULL,NULL
20340,T.0.Pu.trained,"Education staff in ISCED 0, Public, initial education, Trained teacher",NULL,NULL,NULL
20341,T.0.Pu.trained.F,"Education staff in ISCED 0, Public, initial education, Trained teacher, Female",NULL,NULL,NULL
20342,T.1.Pu.trained,"Education staff in ISCED 1, Public, initial education, Trained teacher",NULL,NULL,NULL
20343,T.1.Pu.trained.F,"Education staff in ISCED 1, Public, initial education, Trained teacher, Female",NULL,NULL,NULL
20344,T.2.Pu.trained,"Education staff in ISCED 2, Public, initial education, Trained teacher",NULL,NULL,NULL
20345,T.2.Pu.trained.F,"Education staff in ISCED 2, Public, initial education, Trained teacher, Female",NULL,NULL,NULL
20346,T.2.GPV.Pu.trained,"Education staff in ISCED 2, General&Pre-Voc, Public, initial education, Trained teacher",NULL,NULL,NULL
20347,T.2.GPV.Pu.trained.F,"Education staff in ISCED 2, General&Pre-Voc, Public, initial education, Trained teacher, Female",NULL,NULL,NULL
20348,T.2.V.Pu.trained,"Education staff in ISCED 2, Vocational, Public, initial education, Trained teacher",NULL,NULL,NULL
20349,T.2.V.Pu.trained.F,"Education staff in ISCED 2, Vocational, Public, initial education, Trained teacher, Female",NULL,NULL,NULL
20350,T.3.Pu.trained,"Education staff in ISCED 3, Public, initial education, Trained teacher",NULL,NULL,NULL
20351,T.3.Pu.trained.F,"Education staff in ISCED 3, Public, initial education, Trained teacher, Female",NULL,NULL,NULL
20352,T.3.GPV.Pu.trained,"Education staff in ISCED 3, General&Pre-Voc, Public, initial education, Trained teacher",NULL,NULL,NULL
20353,T.3.GPV.Pu.trained.F,"Education staff in ISCED 3, General&Pre-Voc, Public, initial education, Trained teacher, Female",NULL,NULL,NULL
20354,T.3.V.Pu.trained,"Education staff in ISCED 3, Vocational, Public, initial education, Trained teacher",NULL,NULL,NULL
20355,T.3.V.Pu.trained.F,"Education staff in ISCED 3, Vocational, Public, initial education, Trained teacher, Female",NULL,NULL,NULL
20356,T.4.Pu.trained,"Education staff in ISCED 4, Public, initial education, Trained teacher",NULL,NULL,NULL
20357,T.4.Pu.trained.F,"Education staff in ISCED 4, Public, initial education, Trained teacher, Female",NULL,NULL,NULL
20358,T.4.GPV.Pu.trained,"Education staff in ISCED 4, General&Pre-Voc, Public, initial education, Trained teacher",NULL,NULL,NULL
20359,T.4.GPV.Pu.trained.F,"Education staff in ISCED 4, General&Pre-Voc, Public, initial education, Trained teacher, Female",NULL,NULL,NULL
20360,T.4.V.Pu.trained,"Education staff in ISCED 4, Vocational, Public, initial education, Trained teacher",NULL,NULL,NULL
20361,T.4.V.Pu.trained.F,"Education staff in ISCED 4, Vocational, Public, initial education, Trained teacher, Female",NULL,NULL,NULL
20362,T.2t3.Pu.trained,"Education staff in ISCED 2+3, Public, initial education, Trained teacher",NULL,NULL,NULL
20363,T.2t3.Pu.trained.F,"Education staff in ISCED 2+3, Public, initial education, Trained teacher, Female",NULL,NULL,NULL
20364,T.2t3.GPV.Pu.trained,"Education staff in ISCED 2+3, General&Pre-Voc, Public, initial education, Trained teacher",NULL,NULL,NULL
20365,T.2t3.GPV.Pu.trained.F,"Education staff in ISCED 2+3, General&Pre-Voc, Public, initial education, Trained teacher, Female",NULL,NULL,NULL
20366,T.2t3.V.Pu.trained,"Education staff in ISCED 2+3, Vocational, Public, initial education, Trained teacher",NULL,NULL,NULL
20367,T.2t3.V.Pu.trained.F,"Education staff in ISCED 2+3, Vocational, Public, initial education, Trained teacher, Female",NULL,NULL,NULL
20370,T.0.Pr.trained,"Education staff in ISCED 0, Private, initial education, Trained teacher",NULL,NULL,NULL
20371,T.0.Pr.trained.F,"Education staff in ISCED 0, Private, initial education, Trained teacher, Female",NULL,NULL,NULL
20372,T.1.Pr.trained,"Education staff in ISCED 1, Private, initial education, Trained teacher",NULL,NULL,NULL
20373,T.1.Pr.trained.F,"Education staff in ISCED 1, Private, initial education, Trained teacher, Female",NULL,NULL,NULL
20374,T.2.Pr.trained,"Education staff in ISCED 2, Private, initial education, Trained teacher",NULL,NULL,NULL
20375,T.2.Pr.trained.F,"Education staff in ISCED 2, Private, initial education, Trained teacher, Female",NULL,NULL,NULL
20376,T.2.GPV.Pr.trained,"Education staff in ISCED 2, General&Pre-Voc, Private, initial education, Trained teacher",NULL,NULL,NULL
20377,T.2.GPV.Pr.trained.F,"Education staff in ISCED 2, General&Pre-Voc, Private, initial education, Trained teacher, Female",NULL,NULL,NULL
20378,T.2.V.Pr.trained,"Education staff in ISCED 2, Vocational, Private, initial education, Trained teacher",NULL,NULL,NULL
20379,T.2.V.Pr.trained.F,"Education staff in ISCED 2, Vocational, Private, initial education, Trained teacher, Female",NULL,NULL,NULL
20380,T.3.Pr.trained,"Education staff in ISCED 3, Private, initial education, Trained teacher",NULL,NULL,NULL
20381,T.3.Pr.trained.F,"Education staff in ISCED 3, Private, initial education, Trained teacher, Female",NULL,NULL,NULL
20382,T.3.GPV.Pr.trained,"Education staff in ISCED 3, General&Pre-Voc, Private, initial education, Trained teacher",NULL,NULL,NULL
20383,T.3.GPV.Pr.trained.F,"Education staff in ISCED 3, General&Pre-Voc, Private, initial education, Trained teacher, Female",NULL,NULL,NULL
20384,T.3.V.Pr.trained,"Education staff in ISCED 3, Vocational, Private, initial education, Trained teacher",NULL,NULL,NULL
20385,T.3.V.Pr.trained.F,"Education staff in ISCED 3, Vocational, Private, initial education, Trained teacher, Female",NULL,NULL,NULL
20386,T.4.Pr.trained,"Education staff in ISCED 4, Private, initial education, Trained teacher",NULL,NULL,NULL
20387,T.4.Pr.trained.F,"Education staff in ISCED 4, Private, initial education, Trained teacher, Female",NULL,NULL,NULL
20388,T.4.GPV.Pr.trained,"Education staff in ISCED 4, General&Pre-Voc, Private, initial education, Trained teacher",NULL,NULL,NULL
20389,T.4.GPV.Pr.trained.F,"Education staff in ISCED 4, General&Pre-Voc, Private, initial education, Trained teacher, Female",NULL,NULL,NULL
20390,T.4.V.Pr.trained,"Education staff in ISCED 4, Vocational, Private, initial education, Trained teacher",NULL,NULL,NULL
20391,T.4.V.Pr.trained.F,"Education staff in ISCED 4, Vocational, Private, initial education, Trained teacher, Female",NULL,NULL,NULL
20392,T.2t3.Pr.trained,"Education staff in ISCED 2+3, Private, initial education, Trained teacher",NULL,NULL,NULL
20393,T.2t3.Pr.trained.F,"Education staff in ISCED 2+3, Private, initial education, Trained teacher, Female",NULL,NULL,NULL
20394,T.2t3.GPV.Pr.trained,"Education staff in ISCED 2+3, General&Pre-Voc, Private, initial education, Trained teacher",NULL,NULL,NULL
20395,T.2t3.GPV.Pr.trained.F,"Education staff in ISCED 2+3, General&Pre-Voc, Private, initial education, Trained teacher, Female",NULL,NULL,NULL
20396,T.2t3.V.Pr.trained,"Education staff in ISCED 2+3, Vocational, Private, initial education, Trained teacher",NULL,NULL,NULL
20397,T.2t3.V.Pr.trained.F,"Education staff in ISCED 2+3, Vocational, Private, initial education, Trained teacher, Female",NULL,NULL,NULL
20400,T.0.trained,"Education staff in ISCED 0, initial education, Trained teacher",NULL,NULL,NULL
20401,T.0.trained.F,"Education staff in ISCED 0, initial education, Trained teacher, Female",NULL,NULL,NULL
20402,T.1.trained,"Education staff in ISCED 1, initial education, Trained teacher",NULL,NULL,NULL
20403,T.1.trained.F,"Education staff in ISCED 1, initial education, Trained teacher, Female",NULL,NULL,NULL
20404,T.2.trained,"Education staff in ISCED 2, initial education, Trained teacher",NULL,NULL,NULL
20405,T.2.trained.F,"Education staff in ISCED 2, initial education, Trained teacher, Female",NULL,NULL,NULL
20406,T.2.GPV.trained,"Education staff in ISCED 2, General&Pre-Voc, initial education, Trained teacher",NULL,NULL,NULL
20407,T.2.GPV.trained.F,"Education staff in ISCED 2, General&Pre-Voc, initial education, Trained teacher, Female",NULL,NULL,NULL
20408,T.2.V.trained,"Education staff in ISCED 2, Vocational, initial education, Trained teacher",NULL,NULL,NULL
20409,T.2.V.trained.F,"Education staff in ISCED 2, Vocational, initial education, Trained teacher, Female",NULL,NULL,NULL
20410,T.3.trained,"Education staff in ISCED 3, initial education, Trained teacher",NULL,NULL,NULL
20411,T.3.trained.F,"Education staff in ISCED 3, initial education, Trained teacher, Female",NULL,NULL,NULL
20412,T.3.GPV.trained,"Education staff in ISCED 3, General&Pre-Voc, initial education, Trained teacher",NULL,NULL,NULL
20413,T.3.GPV.trained.F,"Education staff in ISCED 3, General&Pre-Voc, initial education, Trained teacher, Female",NULL,NULL,NULL
20414,T.3.V.trained,"Education staff in ISCED 3, Vocational, initial education, Trained teacher",NULL,NULL,NULL
20415,T.3.V.trained.F,"Education staff in ISCED 3, Vocational, initial education, Trained teacher, Female",NULL,NULL,NULL
20416,T.4.trained,"Education staff in ISCED 4, initial education, Trained teacher",NULL,NULL,NULL
20417,T.4.trained.F,"Education staff in ISCED 4, initial education, Trained teacher, Female",NULL,NULL,NULL
20418,T.4.GPV.trained,"Education staff in ISCED 4, General&Pre-Voc, initial education, Trained teacher",NULL,NULL,NULL
20419,T.4.GPV.trained.F,"Education staff in ISCED 4, General&Pre-Voc, initial education, Trained teacher, Female",NULL,NULL,NULL
20420,T.4.V.trained,"Education staff in ISCED 4, Vocational, initial education, Trained teacher",NULL,NULL,NULL
20421,T.4.V.trained.F,"Education staff in ISCED 4, Vocational, initial education, Trained teacher, Female",NULL,NULL,NULL
20422,T.2t3.trained,"Education staff in ISCED 2+3, initial education, Trained teacher",NULL,NULL,NULL
20423,T.2t3.trained.F,"Education staff in ISCED 2+3, initial education, Trained teacher, Female",NULL,NULL,NULL
20424,T.2t3.GPV.trained,"Education staff in ISCED 2+3, General&Pre-Voc, initial education, Trained teacher",NULL,NULL,NULL
20425,T.2t3.GPV.trained.F,"Education staff in ISCED 2+3, General&Pre-Voc, initial education, Trained teacher, Female",NULL,NULL,NULL
20426,T.2t3.V.trained,"Education staff in ISCED 2+3, Vocational, initial education, Trained teacher",NULL,NULL,NULL
20427,T.2t3.V.trained.F,"Education staff in ISCED 2+3, Vocational, initial education, Trained teacher, Female",NULL,NULL,NULL
20430,T.0.Pu.PT.trained,"Education staff in ISCED 0, Public, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20431,T.0.Pu.PT.trained.F,"Education staff in ISCED 0, Public, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20432,T.1.Pu.PT.trained,"Education staff in ISCED 1, Public, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20433,T.1.Pu.PT.trained.F,"Education staff in ISCED 1, Public, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20434,T.2.Pu.PT.trained,"Education staff in ISCED 2, Public, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20435,T.2.Pu.PT.trained.F,"Education staff in ISCED 2, Public, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20436,T.2.GPV.Pu.PT.trained,"Education staff in ISCED 2, General&Pre-Voc, Public, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20437,T.2.GPV.Pu.PT.trained.F,"Education staff in ISCED 2, General&Pre-Voc, Public, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20438,T.2.V.Pu.PT.trained,"Education staff in ISCED 2, Vocational, Public, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20439,T.2.V.Pu.PT.trained.F,"Education staff in ISCED 2, Vocational, Public, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20440,T.3.Pu.PT.trained,"Education staff in ISCED 3, Public, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20441,T.3.Pu.PT.trained.F,"Education staff in ISCED 3, Public, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20442,T.3.GPV.Pu.PT.trained,"Education staff in ISCED 3, General&Pre-Voc, Public, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20443,T.3.GPV.Pu.PT.trained.F,"Education staff in ISCED 3, General&Pre-Voc, Public, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20444,T.3.V.Pu.PT.trained,"Education staff in ISCED 3, Vocational, Public, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20445,T.3.V.Pu.PT.trained.F,"Education staff in ISCED 3, Vocational, Public, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20446,T.4.Pu.PT.trained,"Education staff in ISCED 4, Public, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20447,T.4.Pu.PT.trained.F,"Education staff in ISCED 4, Public, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20448,T.4.GPV.Pu.PT.trained,"Education staff in ISCED 4, General&Pre-Voc, Public, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20449,T.4.GPV.Pu.PT.trained.F,"Education staff in ISCED 4, General&Pre-Voc, Public, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20450,T.4.V.Pu.PT.trained,"Education staff in ISCED 4, Vocational, Public, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20451,T.4.V.Pu.PT.trained.F,"Education staff in ISCED 4, Vocational, Public, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20452,T.2t3.Pu.PT.trained,"Education staff in ISCED 2+3, Public, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20453,T.2t3.Pu.PT.trained.F,"Education staff in ISCED 2+3, Public, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20454,T.2t3.GPV.Pu.PT.trained,"Education staff in ISCED 2+3, General&Pre-Voc, Public, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20455,T.2t3.GPV.Pu.PT.trained.F,"Education staff in ISCED 2+3, General&Pre-Voc, Public, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20456,T.2t3.V.Pu.PT.trained,"Education staff in ISCED 2+3, Vocational, Public, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20457,T.2t3.V.Pu.PT.trained.F,"Education staff in ISCED 2+3, Vocational, Public, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20460,T.0.Pr.PT.trained,"Education staff in ISCED 0, Private, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20461,T.0.Pr.PT.trained.F,"Education staff in ISCED 0, Private, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20462,T.1.Pr.PT.trained,"Education staff in ISCED 1, Private, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20463,T.1.Pr.PT.trained.F,"Education staff in ISCED 1, Private, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20464,T.2.Pr.PT.trained,"Education staff in ISCED 2, Private, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20465,T.2.Pr.PT.trained.F,"Education staff in ISCED 2, Private, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20466,T.2.GPV.Pr.PT.trained,"Education staff in ISCED 2, General&Pre-Voc, Private, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20467,T.2.GPV.Pr.PT.trained.F,"Education staff in ISCED 2, General&Pre-Voc, Private, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20468,T.2.V.Pr.PT.trained,"Education staff in ISCED 2, Vocational, Private, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20469,T.2.V.Pr.PT.trained.F,"Education staff in ISCED 2, Vocational, Private, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20470,T.3.Pr.PT.trained,"Education staff in ISCED 3, Private, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20471,T.3.Pr.PT.trained.F,"Education staff in ISCED 3, Private, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20472,T.3.GPV.Pr.PT.trained,"Education staff in ISCED 3, General&Pre-Voc, Private, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20473,T.3.GPV.Pr.PT.trained.F,"Education staff in ISCED 3, General&Pre-Voc, Private, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20474,T.3.V.Pr.PT.trained,"Education staff in ISCED 3, Vocational, Private, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20475,T.3.V.Pr.PT.trained.F,"Education staff in ISCED 3, Vocational, Private, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20476,T.4.Pr.PT.trained,"Education staff in ISCED 4, Private, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20477,T.4.Pr.PT.trained.F,"Education staff in ISCED 4, Private, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20478,T.4.GPV.Pr.PT.trained,"Education staff in ISCED 4, General&Pre-Voc, Private, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20479,T.4.GPV.Pr.PT.trained.F,"Education staff in ISCED 4, General&Pre-Voc, Private, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20480,T.4.V.Pr.PT.trained,"Education staff in ISCED 4, Vocational, Private, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20481,T.4.V.Pr.PT.trained.F,"Education staff in ISCED 4, Vocational, Private, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20482,T.2t3.Pr.PT.trained,"Education staff in ISCED 2+3, Private, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20483,T.2t3.Pr.PT.trained.F,"Education staff in ISCED 2+3, Private, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20484,T.2t3.GPV.Pr.PT.trained,"Education staff in ISCED 2+3, General&Pre-Voc, Private, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20485,T.2t3.GPV.Pr.PT.trained.F,"Education staff in ISCED 2+3, General&Pre-Voc, Private, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20486,T.2t3.V.Pr.PT.trained,"Education staff in ISCED 2+3, Vocational, Private, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20487,T.2t3.V.Pr.PT.trained.F,"Education staff in ISCED 2+3, Vocational, Private, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20490,T.0.PT.trained,"Education staff in ISCED 0, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20491,T.0.PT.trained.F,"Education staff in ISCED 0, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20492,T.1.PT.trained,"Education staff in ISCED 1, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20493,T.1.PT.trained.F,"Education staff in ISCED 1, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20494,T.2.PT.trained,"Education staff in ISCED 2, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20495,T.2.PT.trained.F,"Education staff in ISCED 2, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20496,T.2.GPV.PT.trained,"Education staff in ISCED 2, General&Pre-Voc, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20497,T.2.GPV.PT.trained.F,"Education staff in ISCED 2, General&Pre-Voc, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20498,T.2.V.PT.trained,"Education staff in ISCED 2, Vocational, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20499,T.2.V.PT.trained.F,"Education staff in ISCED 2, Vocational, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20500,T.3.PT.trained,"Education staff in ISCED 3, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20501,T.3.PT.trained.F,"Education staff in ISCED 3, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20502,T.3.GPV.PT.trained,"Education staff in ISCED 3, General&Pre-Voc, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20503,T.3.GPV.PT.trained.F,"Education staff in ISCED 3, General&Pre-Voc, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20504,T.3.V.PT.trained,"Education staff in ISCED 3, Vocational, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20505,T.3.V.PT.trained.F,"Education staff in ISCED 3, Vocational, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20506,T.4.PT.trained,"Education staff in ISCED 4, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20507,T.4.PT.trained.F,"Education staff in ISCED 4, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20508,T.4.GPV.PT.trained,"Education staff in ISCED 4, General&Pre-Voc, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
20509,T.4.GPV.PT.trained.F,"Education staff in ISCED 4, General&Pre-Voc, initial education, Part-Time, Trained teacher, Female",NULL,NULL,NULL
20510,T.4.V.PT.trained,"Education staff in ISCED 4, Vocational, initial education, Part-Time, Trained teacher",NULL,NULL,NULL
